genetic,exercise,smoking,alcohol,lifespan,sugar,BMI
64.1,0.5,0.1,2.2,63.8,3.7,24.2
85.5,3.3,20.7,0.5,83.6,8.9,20.3
70.1,4.1,11.6,4.3,69.1,8.5,29.0
70.6,4.6,16.9,1.3,69.4,3.2,16.3
79.8,4.5,0.7,0.4,82.3,8.4,30.4
72.1,0.9,15.0,0.1,69.5,3.8,28.1
92.7,4.3,0.3,2.0,96.2,2.2,21.5
78.3,1.9,0.6,0.8,79.0,3.3,26.1
73.3,2.3,19.4,0.8,66.6,5.9,47.9
82.2,1.2,16.3,5.7,78.8,3.3,21.1
76.7,1.7,12.7,5.0,74.7,8.9,21.4
71.4,3.6,14.5,5.7,73.4,5.9,15.2
85.6,2.6,1.3,3.4,86.2,8.4,29.6
69.2,1.8,5.5,0.5,67.8,6.9,26.9
100.6,4.1,2.1,5.1,101.7,5.5,30.6
80.2,2.8,0.0,0.6,80.7,8.2,37.3
85.4,3.8,6.5,1.4,83.2,10.9,38.8
77.1,1.6,1.0,2.1,77.6,2.1,29.6
81.6,0.6,9.3,4.5,77.8,9.9,21.0
90.9,3.9,2.4,4.9,93.0,2.3,28.2
80.1,1.4,2.3,0.6,79.6,7.4,19.0
78.8,1.2,7.7,0.8,77.2,8.6,31.0
75.6,1.9,5.4,1.3,75.5,2.0,17.0
86.1,3.1,3.6,0.4,87.2,6.8,26.8
71.3,1.3,11.9,4.9,68.2,2.7,24.3
87.7,0.4,15.1,5.4,80.9,5.4,41.6
72.0,2.0,12.2,3.2,66.6,4.0,19.4
100.1,2.5,0.4,1.2,101.6,4.3,13.0
86.2,0.4,2.5,4.0,84.1,9.8,15.2
93.5,5.4,2.8,2.1,96.5,5.5,29.7
89.3,3.4,16.8,6.0,81.8,8.2,35.3
81.2,2.7,3.5,4.6,79.2,2.3,46.3
89.7,2.8,11.0,1.9,88.0,6.0,37.0
91.8,2.3,22.0,0.4,90.6,9.1,29.1
66.3,2.0,0.0,0.6,65.4,9.7,36.3
78.0,3.3,15.5,0.2,78.0,5.7,24.5
64.9,2.9,6.7,0.8,63.9,5.8,29.6
69.5,2.7,10.8,0.5,68.1,6.1,31.4
81.6,1.7,11.6,2.7,77.5,9.1,37.4
72.7,2.2,5.3,2.2,72.6,3.0,31.0
88.6,0.5,7.9,4.3,86.2,3.5,18.5
80.3,3.7,12.1,2.2,76.8,9.5,35.7
85.7,2.4,5.7,4.8,82.9,8.8,26.2
91.4,1.2,14.1,3.8,86.1,6.8,36.4
85.2,2.0,13.5,3.2,82.2,6.4,19.9
77.3,1.0,0.5,3.6,77.2,4.8,28.2
76.8,2.9,17.8,2.9,73.6,7.1,36.5
77.6,1.8,4.3,0.5,78.5,2.7,17.2
89.3,3.5,8.0,1.2,85.9,6.6,39.0
90.8,4.6,21.3,1.7,88.6,7.0,29.5
82.6,0.4,17.3,0.1,79.7,7.0,32.6
75.0,1.3,7.0,0.7,74.4,9.2,21.9
83.8,2.9,0.3,0.6,85.8,5.7,12.2
87.3,3.8,8.6,0.3,85.5,3.8,22.6
80.6,2.7,5.2,2.4,79.8,12.5,23.9
86.1,2.8,12.6,5.1,82.9,6.6,21.8
76.4,2.6,10.5,1.8,73.6,5.3,33.3
83.7,4.0,22.1,5.2,81.4,4.4,38.4
75.6,2.5,4.8,0.6,75.2,6.6,23.4
83.0,4.0,16.9,2.4,80.6,0.8,25.8
69.1,1.5,7.4,5.6,66.0,4.8,40.3
75.7,2.9,6.9,2.2,75.7,9.8,23.7
88.2,0.4,18.3,0.6,84.7,10.2,27.1
85.8,1.4,14.1,4.2,80.1,3.5,32.5
78.9,2.7,0.4,1.0,80.4,2.9,31.4
78.8,2.0,2.2,4.2,78.6,9.9,22.4
93.4,5.1,8.2,1.3,93.6,7.7,25.2
80.5,1.6,19.0,0.2,74.4,7.6,27.6
79.2,4.2,7.3,4.1,78.3,6.1,28.3
79.5,2.3,18.4,4.0,72.6,7.2,28.2
83.0,5.2,0.3,0.4,87.9,7.7,28.6
77.0,2.0,8.7,1.0,74.5,8.9,32.5
77.3,3.9,2.9,1.0,78.2,8.1,26.1
78.9,2.4,9.3,1.4,76.9,10.1,20.4
86.7,1.4,9.8,1.2,82.1,9.3,21.5
84.7,1.5,14.7,0.4,83.0,2.3,24.8
70.5,5.2,16.6,1.0,69.3,11.9,38.8
72.0,1.9,13.5,0.4,66.6,4.6,37.2
78.4,2.4,14.6,2.6,75.1,4.8,36.0
67.8,3.5,14.8,2.2,65.9,9.9,24.8
87.1,2.9,0.3,0.3,85.7,9.1,43.1
83.6,1.6,13.4,5.4,77.5,4.1,48.3
85.5,0.7,3.3,0.5,84.6,5.9,21.5
83.8,2.5,7.7,4.2,82.1,3.5,26.2
81.4,1.0,8.1,4.0,78.0,7.7,32.6
64.1,4.9,13.1,2.1,65.3,2.4,32.6
102.0,3.3,21.1,0.4,99.4,6.3,20.8
78.1,2.1,10.7,4.7,77.5,6.3,20.3
77.0,2.7,14.6,4.9,71.5,5.9,26.4
93.9,1.5,7.7,2.4,92.7,7.0,26.5
87.8,1.1,11.3,5.2,85.8,3.4,25.8
92.2,1.8,1.5,4.9,92.1,2.3,26.3
83.6,3.2,19.6,0.4,82.1,4.5,21.2
85.7,2.5,0.3,0.8,86.6,6.7,24.3
76.8,1.8,10.3,4.8,72.5,1.9,19.6
81.1,2.4,5.9,0.2,80.9,7.0,24.7
79.3,3.1,1.3,0.7,80.4,4.6,20.2
85.9,2.2,5.7,2.2,83.3,9.2,39.7
85.8,2.3,4.8,0.3,86.0,8.1,24.9
90.8,1.3,8.4,5.1,87.7,5.1,26.6
74.2,1.9,8.2,4.8,72.4,4.9,19.7
73.0,2.1,0.2,0.3,74.6,7.7,15.0
78.7,1.0,20.4,5.3,72.2,1.6,17.7
77.9,1.9,8.6,0.8,75.2,4.8,36.6
85.4,1.1,20.5,2.3,78.1,5.1,42.0
76.1,1.4,8.7,0.6,74.0,7.1,23.6
92.1,2.4,14.6,1.3,90.6,3.3,23.8
86.5,1.8,6.7,0.5,84.4,6.0,25.4
96.3,2.3,13.1,4.7,92.6,5.7,24.0
78.2,4.3,3.0,3.8,79.7,6.4,22.0
85.0,2.5,18.3,3.4,77.1,5.3,55.8
82.3,4.8,1.4,4.1,83.6,9.7,22.4
78.6,3.5,21.7,3.5,76.1,3.2,25.5
85.0,2.6,0.9,4.4,85.8,8.5,20.6
85.2,1.9,2.1,3.8,85.7,4.5,21.4
81.4,4.6,5.6,2.8,82.6,7.0,20.9
82.8,1.9,1.5,5.4,81.9,4.0,38.2
85.1,4.7,3.3,0.5,86.9,9.9,23.8
102.2,1.4,6.8,0.8,99.9,8.1,37.0
82.2,5.4,11.5,1.3,82.7,10.2,35.9
64.5,3.4,17.8,0.3,61.8,9.0,18.8
82.3,2.6,18.0,4.3,78.1,5.6,14.9
79.7,1.0,9.3,1.3,77.0,3.9,19.6
76.2,5.1,15.5,5.0,76.3,5.2,31.3
82.1,2.6,0.6,0.9,83.2,3.5,31.4
87.7,3.3,11.7,1.5,85.7,7.9,18.3
75.4,2.7,1.1,5.7,75.9,3.2,26.6
74.9,1.9,2.1,4.3,74.7,8.1,18.8
88.1,4.6,3.4,1.0,90.1,5.5,21.2
74.0,1.4,7.1,0.1,72.3,5.9,23.5
73.9,2.1,17.4,2.5,71.1,8.0,25.0
75.3,1.0,13.4,0.9,71.5,8.7,30.3
85.6,4.7,5.0,0.5,86.0,3.5,43.5
85.9,2.2,19.6,4.1,81.0,7.3,18.6
81.4,1.4,6.3,1.0,78.5,2.4,40.0
77.4,1.2,17.2,0.5,70.4,12.0,32.1
85.4,1.6,12.6,0.3,83.4,3.7,26.1
73.4,1.6,0.2,4.9,71.3,13.8,33.9
79.0,2.3,16.6,0.4,73.4,6.7,37.2
91.9,3.1,19.9,2.9,86.9,6.0,22.9
80.4,1.5,19.0,0.9,77.2,5.0,15.9
85.4,2.2,0.4,0.2,86.7,4.0,21.6
86.1,4.8,8.4,2.1,88.7,3.6,27.3
78.9,1.8,9.9,1.5,75.3,8.2,34.5
96.8,1.7,4.8,1.4,96.7,5.8,26.0
83.2,3.6,4.0,4.6,82.2,9.8,35.6
79.7,3.4,8.3,1.6,80.8,3.6,19.7
85.6,2.4,0.1,4.7,85.4,9.9,24.9
79.4,2.7,3.4,5.2,77.6,3.2,40.1
69.9,1.6,16.6,4.3,64.3,8.4,27.8
71.7,2.9,9.2,0.6,71.5,4.3,24.2
74.1,3.6,8.3,4.1,73.3,10.0,31.7
77.7,1.6,2.9,1.5,77.3,13.1,20.4
87.4,1.5,20.5,5.3,81.0,5.6,48.4
89.2,2.2,13.4,4.1,86.3,8.6,15.3
94.1,1.4,11.1,3.8,91.8,2.8,19.2
80.1,1.2,6.9,1.0,77.7,7.3,32.1
87.6,3.5,21.2,0.6,85.3,6.5,37.3
87.1,1.1,22.1,2.0,79.6,5.2,37.8
90.1,1.4,2.6,1.3,89.6,11.8,25.5
79.5,2.0,10.9,5.2,78.6,8.0,23.1
80.5,0.7,20.5,3.7,72.9,9.5,28.3
89.4,2.4,5.5,0.2,88.9,10.6,29.7
85.3,2.7,0.3,5.4,87.0,3.3,20.5
82.9,1.0,22.0,1.2,79.1,5.3,15.7
88.7,1.7,1.4,2.9,88.5,6.1,16.7
85.9,2.2,0.7,2.5,87.1,9.0,23.6
80.6,3.9,3.0,0.1,82.5,5.7,28.8
74.2,1.7,0.7,5.2,74.2,4.8,19.3
89.0,2.6,14.8,2.9,85.9,7.7,23.0
82.8,0.8,6.0,0.5,80.9,6.4,34.6
72.7,3.6,1.0,0.7,76.2,2.1,22.5
95.7,3.0,16.4,0.9,92.3,4.7,45.5
70.6,1.2,13.4,0.6,62.0,7.5,55.8
93.4,1.3,12.5,3.5,90.5,3.0,19.4
79.8,2.8,18.6,0.5,75.9,6.1,26.2
74.0,1.4,8.7,2.6,70.0,10.6,31.6
79.9,3.4,15.0,0.2,78.4,4.2,18.6
78.4,5.4,1.1,5.6,81.5,4.9,28.7
81.0,2.1,20.5,1.8,76.1,5.4,15.1
69.9,1.9,6.9,0.3,69.7,2.5,23.2
90.1,0.2,5.2,4.3,86.0,11.4,38.9
73.5,4.5,11.0,0.4,73.1,3.6,21.0
70.0,1.6,0.3,3.9,69.4,7.1,20.8
87.8,2.5,20.4,0.5,84.3,4.3,30.7
83.0,2.1,6.0,0.7,83.0,2.8,20.0
80.8,2.5,17.4,2.9,75.0,6.2,35.3
100.2,3.3,19.6,0.6,96.6,10.5,28.7
74.9,1.6,0.4,4.1,71.9,5.5,46.1
86.2,2.0,9.3,0.9,83.0,10.8,40.5
76.4,1.9,12.7,4.5,73.1,2.7,34.9
82.0,1.1,11.4,5.4,77.2,7.3,38.4
87.2,1.8,21.2,1.1,83.5,1.7,13.8
83.8,3.4,0.5,2.8,86.2,4.3,23.1
75.4,2.2,1.1,0.4,76.8,5.1,24.8
91.8,0.8,18.9,0.9,86.9,7.2,31.2
88.1,2.4,0.2,1.3,90.1,6.5,22.6
98.6,4.6,12.3,6.0,98.7,3.1,30.2
97.4,1.7,8.8,5.6,94.0,8.7,19.3
84.2,1.4,19.0,1.7,79.9,2.7,26.6
90.4,2.9,16.6,3.3,88.6,3.5,24.5
86.6,2.1,16.6,0.6,83.2,8.7,28.6
77.0,2.3,20.1,0.6,73.9,6.2,14.2
78.6,2.4,12.1,5.1,74.3,7.5,34.8
76.5,5.1,20.5,0.4,73.0,9.6,36.0
86.6,1.9,10.8,4.3,84.6,9.0,23.3
83.4,4.0,10.4,2.1,81.9,6.3,33.1
81.2,4.0,9.2,1.3,80.9,2.6,36.4
84.3,1.9,21.7,2.0,79.9,7.5,31.6
99.3,1.1,12.9,2.8,96.2,12.8,18.3
85.3,2.1,13.1,0.6,82.1,7.1,31.1
87.0,2.9,10.8,2.3,84.5,2.4,27.8
76.3,1.3,21.1,3.6,68.6,9.1,24.4
65.7,4.0,3.9,5.7,65.4,5.0,38.4
76.2,1.7,5.2,0.6,75.2,11.3,28.5
86.3,1.7,3.5,1.6,86.6,4.9,17.3
66.0,3.1,4.5,0.3,66.6,3.4,21.2
77.4,1.3,10.9,3.8,73.4,5.4,41.5
76.1,3.1,6.0,0.9,74.4,4.2,35.2
96.3,1.2,12.7,3.8,92.8,3.2,22.5
85.2,1.3,12.8,5.0,79.3,7.6,21.0
68.0,1.2,21.5,4.1,60.8,4.9,16.3
78.7,3.8,5.8,4.5,78.8,10.2,26.2
76.4,3.8,3.2,0.2,76.9,8.5,35.5
76.1,1.4,5.4,1.8,75.3,7.5,32.1
78.6,4.4,18.8,2.1,77.0,3.6,23.5
87.9,1.4,3.5,0.8,86.7,8.1,27.9
100.3,1.6,3.7,1.4,100.1,5.5,19.4
84.3,2.2,3.1,3.4,83.6,10.1,28.5
78.9,1.0,13.4,1.3,76.5,6.3,14.8
86.3,2.5,3.3,5.1,84.9,4.9,17.3
87.3,1.0,15.5,2.3,85.9,7.7,37.6
73.2,2.0,11.7,0.1,71.8,6.6,16.9
87.0,3.9,19.5,2.2,85.3,6.9,18.6
98.0,2.1,7.9,4.4,96.3,7.0,16.0
78.2,3.6,16.7,3.3,76.6,5.5,18.5
81.5,4.5,7.2,1.2,80.6,8.0,42.7
77.9,0.6,15.8,0.1,73.8,10.3,22.3
92.1,1.5,12.0,5.3,87.5,9.2,31.3
80.5,4.0,2.4,0.5,76.5,2.6,61.6
88.7,1.8,6.9,2.4,87.3,5.7,33.2
79.4,2.5,12.5,1.6,76.8,4.1,30.6
66.6,1.4,2.3,0.7,65.3,7.9,35.7
78.2,4.8,16.1,3.8,77.0,7.1,16.9
83.7,4.3,10.3,1.4,84.1,11.3,18.6
78.8,0.7,0.6,0.3,77.8,6.8,37.1
80.8,3.6,7.1,1.4,81.5,2.9,20.1
86.3,2.8,3.6,4.3,88.1,6.0,32.6
96.8,2.7,15.6,1.5,94.5,7.3,29.3
99.9,4.1,18.3,2.2,99.6,11.1,17.9
82.0,2.4,1.5,0.4,82.3,6.8,30.3
73.6,1.9,16.6,2.7,68.1,5.6,39.4
76.8,3.0,7.9,0.8,76.3,7.1,23.9
90.8,1.6,21.1,4.1,84.4,8.6,31.8
80.1,1.4,19.7,5.3,74.0,10.6,22.4
70.5,1.5,0.2,1.7,71.2,6.2,27.0
94.1,1.7,0.3,0.6,95.1,2.4,23.8
73.7,3.9,5.7,4.2,72.5,3.5,14.8
87.1,2.9,17.8,1.4,83.1,5.0,23.1
78.7,2.1,0.0,3.0,77.2,7.1,41.1
78.4,4.7,21.0,4.7,72.9,9.4,34.1
65.0,0.3,7.4,5.7,60.7,6.9,33.4
76.6,0.7,0.7,2.2,75.5,5.8,34.0
79.2,4.7,8.0,1.0,80.1,1.9,21.8
70.3,2.9,7.5,0.8,69.5,6.5,19.1
89.7,1.5,17.1,0.7,83.3,8.6,48.2
92.0,2.7,17.7,0.6,90.4,5.0,33.9
78.1,3.1,20.1,4.7,74.4,7.6,24.4
76.5,3.6,18.4,0.7,72.2,7.8,28.7
78.4,2.2,11.4,4.7,72.7,7.7,43.9
85.7,1.5,12.1,0.8,85.5,6.8,20.7
78.8,1.1,16.6,0.5,74.9,2.6,27.6
88.2,1.9,8.7,5.6,84.2,2.0,34.5
80.1,3.4,8.2,1.1,80.6,8.5,16.7
65.2,2.1,4.0,2.3,64.7,5.8,30.2
79.2,3.2,9.0,0.7,77.1,11.3,20.4
83.1,0.4,16.5,0.6,78.0,5.1,30.0
81.4,2.4,13.1,0.4,76.9,10.7,19.3
80.7,2.0,3.2,0.3,79.1,8.7,40.4
73.0,2.2,0.1,1.2,74.1,12.8,20.2
73.9,3.8,9.6,3.8,72.9,7.2,16.0
85.0,2.3,8.9,0.3,84.9,5.6,22.8
86.5,0.5,14.0,1.0,82.7,10.2,11.3
87.6,1.3,19.9,6.0,84.5,4.7,21.6
67.7,1.4,19.2,5.3,62.7,10.4,16.4
89.0,1.6,8.6,1.3,86.9,7.9,25.4
82.3,2.9,16.3,0.4,79.4,7.0,22.9
78.1,4.3,0.3,5.8,77.5,3.2,41.7
77.7,3.5,19.4,0.4,77.2,3.3,33.3
79.7,1.9,11.4,0.4,77.5,4.4,17.4
91.3,3.7,18.3,1.4,83.7,5.1,48.9
74.1,1.7,15.9,5.5,68.1,6.4,27.7
73.1,3.4,6.8,1.6,74.0,4.7,32.0
76.5,2.0,9.5,5.7,72.5,10.2,16.3
78.4,3.1,10.8,0.9,77.7,5.9,27.4
87.9,2.5,5.1,1.3,87.4,8.6,22.8
81.4,2.0,19.0,1.4,76.1,3.8,17.2
96.9,3.3,4.7,0.5,97.7,5.5,32.3
77.5,1.2,12.1,0.5,73.8,5.6,27.4
94.1,2.4,2.7,4.5,93.2,4.7,25.3
82.3,5.0,1.5,0.2,84.1,9.3,38.0
82.7,3.6,0.2,0.8,85.7,3.5,25.7
84.6,3.4,14.6,5.2,81.8,7.0,19.1
87.8,1.7,2.8,1.4,87.7,3.8,23.4
80.6,3.2,11.1,4.3,77.1,3.6,37.0
88.7,2.5,13.0,1.3,86.6,7.6,27.0
84.8,0.2,13.2,1.4,80.8,2.5,27.1
83.2,4.9,1.3,5.0,84.0,10.5,28.5
85.2,1.7,6.4,5.8,83.6,4.4,24.0
89.2,2.1,0.1,1.9,89.4,8.3,32.3
86.1,2.2,9.3,2.0,84.8,5.6,17.5
86.0,2.5,19.0,1.8,82.1,2.3,23.2
82.7,0.8,1.1,0.2,82.5,5.1,26.8
78.0,0.8,4.7,3.9,75.2,7.1,22.6
79.4,2.0,21.6,2.6,74.4,10.6,16.5
100.1,2.3,6.5,0.9,100.4,4.7,16.3
79.8,4.9,18.7,0.3,77.3,6.9,34.6
79.5,1.9,14.1,1.8,67.2,6.7,64.1
99.1,3.5,12.5,0.7,95.4,7.8,39.1
100.1,4.3,11.9,2.6,100.3,2.5,25.5
76.4,3.4,7.4,1.2,76.1,7.0,31.8
77.3,4.2,8.9,5.0,76.4,10.2,22.6
80.1,1.2,7.7,2.5,78.4,12.1,19.1
65.6,2.8,1.4,3.3,65.6,5.9,17.3
79.7,3.0,11.5,4.4,72.9,2.7,55.8
88.5,3.0,0.1,5.2,90.5,8.3,18.7
85.7,1.9,19.1,0.4,84.1,3.6,27.3
85.8,2.3,9.3,0.7,85.1,2.4,31.4
79.1,2.8,0.5,1.1,79.5,8.6,28.8
79.0,2.5,6.2,2.0,78.3,3.6,28.8
77.7,1.9,7.5,4.8,76.4,5.3,25.1
78.8,1.9,0.7,0.8,79.6,3.0,19.9
84.8,1.5,0.0,2.5,84.9,4.5,24.0
85.0,1.7,2.5,5.0,84.2,10.2,23.4
84.4,1.7,17.5,5.3,81.9,1.9,14.1
80.8,2.2,13.3,0.1,77.1,8.8,37.0
72.8,2.0,13.3,3.8,69.3,9.7,18.5
79.2,5.0,0.6,0.7,82.1,5.9,26.5
74.1,1.9,4.0,3.5,69.1,9.4,52.3
75.0,1.6,20.3,0.2,70.5,4.7,25.4
80.0,2.6,17.5,4.1,73.9,6.4,34.5
64.1,4.0,11.1,5.4,61.4,4.6,28.0
79.2,2.3,11.3,0.2,77.5,6.6,34.3
90.3,1.2,8.6,5.2,86.4,6.2,26.0
81.4,5.0,7.5,0.5,82.1,9.0,17.4
89.1,0.9,21.4,4.8,83.7,6.8,35.9
83.9,3.1,19.7,3.0,81.5,3.8,22.1
93.8,1.6,19.1,3.9,88.0,6.0,46.3
81.2,3.1,0.5,0.4,84.1,3.5,18.3
75.0,1.8,13.7,4.4,70.8,7.7,26.7
82.7,1.0,8.0,0.8,78.5,4.3,46.3
85.0,3.8,13.5,1.8,83.7,8.6,25.3
75.3,2.2,9.6,4.7,71.7,5.3,39.3
79.2,3.7,1.7,0.8,82.2,2.1,21.7
78.7,4.1,0.4,5.4,80.1,9.6,14.1
78.7,2.3,0.5,0.8,78.5,3.6,37.3
70.9,3.0,0.3,4.0,71.6,11.9,20.7
93.9,0.2,0.5,0.7,92.2,8.5,35.1
87.2,3.2,10.4,1.1,85.2,3.3,32.8
83.0,5.1,21.1,0.6,81.5,9.7,25.6
79.2,1.1,18.1,4.9,74.0,7.9,32.3
75.9,4.1,4.7,4.2,76.1,3.2,30.8
75.4,4.5,1.0,2.8,77.5,8.5,36.0
72.9,1.0,20.4,1.1,66.3,7.0,29.7
89.7,2.4,15.5,0.3,85.7,10.3,21.7
77.4,1.6,14.8,1.4,75.6,2.5,12.8
76.7,1.1,4.8,3.1,74.4,2.9,
95.6,2.7,11.9,1.4,92.8,3.1,19.9
71.6,2.4,0.2,5.3,71.3,2.5,33.6
87.1,3.1,16.0,4.5,80.7,7.3,21.3
82.0,1.6,8.7,2.8,80.3,7.2,21.2
82.0,1.6,12.9,5.0,79.2,4.1,27.7
73.9,1.4,11.0,4.2,67.3,4.5,48.2
101.8,1.9,12.3,2.7,99.6,8.1,15.7
90.2,2.3,17.2,0.8,88.1,3.0,26.4
87.0,2.8,13.5,2.9,85.1,5.1,19.8
81.4,2.7,5.1,4.4,79.8,8.8,31.2
64.6,1.5,0.1,2.9,64.0,5.3,38.6
88.2,2.3,0.2,3.2,88.9,7.9,22.0
93.7,3.7,9.5,1.1,93.8,4.2,19.3
77.6,1.5,4.4,3.0,73.4,5.5,47.2
97.0,3.0,21.7,1.7,91.1,6.2,40.8
82.4,1.6,0.1,0.3,83.2,2.4,13.9
88.7,3.2,20.7,5.0,83.0,3.4,18.4
72.7,2.2,6.6,1.2,69.8,10.7,35.7
91.9,2.5,14.0,0.5,90.6,3.3,26.9
90.9,1.0,13.0,0.2,87.4,7.1,23.4
89.1,0.7,10.2,1.8,87.2,7.3,23.1
91.6,0.9,13.7,1.4,85.9,5.4,35.8
65.9,1.5,8.3,0.4,64.4,9.3,14.0
78.4,4.8,2.7,0.7,79.8,7.0,20.1
78.1,3.1,3.7,0.3,77.7,8.5,38.5
67.0,3.4,0.0,0.4,69.1,9.4,24.6
89.6,3.4,2.3,5.2,89.4,9.9,15.1
89.6,1.7,0.2,6.0,89.4,6.6,15.8
83.7,1.9,6.6,0.3,80.9,3.0,35.7
99.9,0.8,9.8,4.3,93.6,10.4,39.4
90.6,1.2,19.9,1.6,83.5,6.5,18.3
86.4,0.6,2.5,1.2,85.5,4.8,22.9
81.0,3.8,21.9,4.8,76.1,7.8,23.1
101.7,3.8,10.7,0.7,101.6,7.1,20.2
73.8,0.4,15.7,0.8,70.8,6.6,25.0
78.9,2.3,4.2,0.5,77.9,9.1,36.5
85.1,1.2,14.3,0.8,81.0,8.4,13.2
69.0,2.0,0.4,1.1,69.3,13.2,18.8
83.2,1.0,19.1,2.2,78.2,3.2,29.8
75.7,1.7,21.2,4.2,70.5,9.7,22.7
72.9,0.1,13.8,0.7,69.1,8.5,20.6
84.5,1.8,7.5,0.5,83.7,6.7,17.9
77.2,1.6,10.6,1.7,72.9,6.8,44.7
87.4,3.1,13.0,1.4,86.6,6.4,18.1
85.9,2.1,17.8,4.4,81.4,3.7,28.7
86.9,1.3,0.3,1.3,86.5,5.3,35.2
77.9,2.4,0.0,5.1,78.3,10.1,23.6
81.0,4.8,12.5,1.2,81.7,3.4,25.0
90.4,3.5,0.2,0.8,90.9,2.8,35.1
92.8,3.3,9.0,0.6,92.1,1.5,34.0
89.9,5.0,10.3,5.1,88.7,8.9,25.7
86.1,1.3,0.7,4.8,84.7,2.9,16.4
91.3,2.3,3.0,4.5,89.5,9.9,31.6
73.9,1.5,12.9,5.9,69.5,7.1,28.4
77.7,3.7,20.4,4.8,74.1,5.5,25.7
84.6,1.0,6.7,5.7,81.2,5.9,23.2
83.8,2.8,20.4,0.3,77.7,6.8,31.5
77.3,2.0,14.6,0.2,75.6,9.5,24.3
96.0,3.5,9.2,0.7,95.6,3.8,19.1
90.2,2.5,3.0,5.2,89.2,6.1,38.8
83.1,2.3,9.1,4.5,81.2,4.0,24.6
93.9,4.8,4.5,3.6,93.6,6.7,21.8
95.3,1.4,4.5,1.7,94.3,4.8,22.6
79.9,1.9,16.7,0.4,76.7,9.3,30.9
80.5,1.8,1.4,5.2,79.4,9.2,22.9
84.9,2.0,0.7,5.0,85.6,1.7,25.6
87.6,2.1,0.4,0.8,89.1,1.9,15.2
82.2,1.6,0.2,1.1,82.8,3.6,26.8
74.1,3.6,14.6,5.5,72.3,4.8,26.5
68.7,2.2,12.2,0.6,66.2,5.0,30.8
77.1,1.3,4.6,2.2,75.7,5.1,38.7
88.2,3.5,9.7,2.4,87.8,5.2,30.8
83.4,4.1,0.1,0.3,85.4,1.7,37.8
83.6,1.3,13.9,4.3,78.0,7.9,31.4
87.5,0.5,14.3,0.0,83.8,4.6,21.0
80.5,0.6,11.2,1.6,75.0,3.1,48.2
79.0,1.3,20.8,2.7,73.8,8.4,24.7
87.4,0.4,17.4,4.0,81.5,7.8,25.4
77.7,1.5,15.3,2.8,74.2,2.1,30.5
89.3,2.2,0.1,4.1,86.9,6.0,48.5
95.9,1.1,15.8,0.4,92.6,4.6,23.4
78.5,2.0,3.8,3.7,76.6,5.9,36.7
74.5,1.1,0.2,0.9,74.9,2.4,17.0
80.8,4.5,11.4,2.3,80.2,6.0,24.0
83.5,2.4,21.6,0.9,79.1,5.0,36.2
94.2,1.5,11.4,3.8,91.6,6.9,20.4
89.6,1.9,7.3,2.5,86.6,7.8,42.8
99.4,2.2,19.0,5.2,88.9,2.4,52.2
89.6,3.0,0.5,0.1,90.5,4.6,39.7
86.1,2.0,1.0,1.2,86.1,7.1,19.7
80.5,2.4,12.9,0.2,76.7,5.6,44.3
71.1,2.6,17.6,2.8,66.4,9.5,19.1
87.9,3.3,0.2,0.5,90.1,3.4,15.0
78.4,2.0,19.5,4.2,75.9,4.5,19.9
88.7,2.1,7.1,1.7,87.2,5.5,22.6
78.3,1.0,19.1,0.8,74.3,7.6,15.3
85.2,2.3,20.8,5.9,79.6,2.0,29.6
88.6,1.5,3.3,2.0,87.1,10.5,17.7
70.1,3.6,16.7,1.1,68.5,7.6,27.5
64.3,3.4,0.3,1.5,63.5,4.0,47.2
78.5,1.4,0.1,1.2,77.1,4.8,43.1
78.6,1.4,0.4,0.9,78.7,3.9,26.6
78.9,0.7,16.6,3.7,74.6,0.8,20.8
90.6,1.9,6.1,1.3,89.2,10.3,29.4
88.3,2.8,5.2,1.4,89.5,8.2,30.1
70.4,4.1,20.6,0.8,68.8,6.5,15.2
80.9,5.1,12.5,1.7,81.2,2.8,31.4
87.6,1.2,19.4,0.4,82.4,7.7,34.2
82.8,5.5,14.6,1.1,82.6,5.3,26.2
88.6,3.3,17.3,0.5,84.2,6.2,26.1
75.6,3.1,11.2,3.2,74.6,4.2,24.4
78.0,1.6,13.6,0.7,75.4,7.3,22.0
92.4,3.3,18.4,3.8,89.8,6.2,15.4
79.9,0.5,11.7,0.3,74.8,6.1,37.2
85.8,1.2,4.3,3.9,82.9,4.6,33.3
83.4,0.6,11.8,0.4,79.8,9.1,26.6
81.5,0.4,20.9,5.3,77.0,7.2,24.2
70.1,3.1,6.0,6.0,68.8,9.7,35.7
81.8,1.1,6.9,1.8,80.1,7.6,19.4
80.7,3.9,20.4,1.0,80.6,7.1,24.5
77.7,2.5,19.7,2.1,72.1,3.4,14.0
77.6,4.0,4.7,0.9,78.2,7.4,16.9
92.2,2.8,0.3,0.7,93.0,8.6,17.1
88.3,2.2,0.5,0.9,89.3,4.4,32.6
89.3,3.1,16.5,4.9,87.5,9.3,13.5
74.8,1.7,11.7,0.5,70.6,11.6,14.0
77.2,3.2,3.1,3.7,78.5,7.9,23.2
76.2,3.4,1.4,0.4,76.6,6.8,33.3
83.9,4.3,2.8,5.1,84.2,4.0,25.1
74.2,4.7,16.1,1.3,72.3,8.7,28.1
81.7,1.7,7.5,4.5,80.0,2.0,32.8
77.7,4.6,6.6,1.0,77.0,8.3,40.5
