(1) Schlüsselzahl (Schl.) der Tat;(2) Straftat;(3) Geschlecht;(4) Tatverdächtige insgesamt;(5) Kinder bis unter 6 Jahre;(6) Kinder 6  bis unter 8 ;(7) Kinder 8  bis unter 10;(8) Kinder 10  bis unter 12;(9) Kinder 12  bis unter 14;(10) Kinder insgesamt ;(11) Jugendliche 14 bis unter 16;(12) Jugendliche 16  bis unter 18;(13) Jugendliche insgesamt;(13a) Minderjährige insgesamt;(14) Heranwachsende;(15) Insgesamt bis unter 21 Jahre;(16) Erwachsene 21 bis unter 23;(17) Erwachsene 23  bis unter 25;(18) Erwachsene 21 bis unter 25;(19) Erwachsene 25  bis unter 30;(20) Erwachsene 30  bis unter 40;(21) Erwachsene 40  bis unter 50;(22) Erwachsene 50  bis unter 60;(23) Erwachsene 60  und mehr Jahre;(24) Erwachsene insgesamt
716470;Straftaten nach dem AMG § 96 ohne die Ziffern 5, 15-18a und 20b AMG;G;18;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;3;1;7;4;18
716500;Straftaten nach dem Anti-Doping-Gesetz (AntiDopG);W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
716500;Straftaten nach dem Anti-Doping-Gesetz (AntiDopG);M;42;0;0;0;0;0;0;0;0;0;0;1;1;5;4;9;5;12;4;7;4;41
716500;Straftaten nach dem Anti-Doping-Gesetz (AntiDopG);G;45;0;0;0;0;0;0;0;0;0;0;1;1;5;4;9;5;12;5;8;5;44
716510;Herstellen, Inverkehrbringen, Verschreiben, Anwendung bei Dritten, Handel treiben, veräußern, abgeben von Dopingmitteln § 4 (1) 1, 2 (3) (4) (5) (6) AntiDopG;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
716510;Herstellen, Inverkehrbringen, Verschreiben, Anwendung bei Dritten, Handel treiben, veräußern, abgeben von Dopingmitteln § 4 (1) 1, 2 (3) (4) (5) (6) AntiDopG;M;10;0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;2;1;2;0;9
716510;Herstellen, Inverkehrbringen, Verschreiben, Anwendung bei Dritten, Handel treiben, veräußern, abgeben von Dopingmitteln § 4 (1) 1, 2 (3) (4) (5) (6) AntiDopG;G;10;0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;2;1;2;0;9
716520;Erwerb, Besitz, Verbringung von Dopingmitteln § 4 (1) 3 (3) (4) (5) AntiDopG;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
716520;Erwerb, Besitz, Verbringung von Dopingmitteln § 4 (1) 3 (3) (4) (5) AntiDopG;M;30;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;3;10;3;5;3;30
716520;Erwerb, Besitz, Verbringung von Dopingmitteln § 4 (1) 3 (3) (4) (5) AntiDopG;G;33;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;3;10;4;6;4;33
716530;Selbstdoping (anwenden/anwenden lassen, Erwerb und Besitz von Dopingmitteln, zur Verschaffung eines Vorteils im Wettbewerb § 4 (1) 4, 5 (2) (3) (7) AntiDopG;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
716530;Selbstdoping (anwenden/anwenden lassen, Erwerb und Besitz von Dopingmitteln, zur Verschaffung eines Vorteils im Wettbewerb § 4 (1) 4, 5 (2) (3) (7) AntiDopG;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
716530;Selbstdoping (anwenden/anwenden lassen, Erwerb und Besitz von Dopingmitteln, zur Verschaffung eines Vorteils im Wettbewerb § 4 (1) 4, 5 (2) (3) (7) AntiDopG;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
719000;Sonstige Straftaten (Nebengesetze) auf dem Wirtschaftssektor (z.B. Rennwett- und LotterieG, § 23 Abs. 3 GeschGehG und UWG  § 16, VersicherungsaufsichtsG, WirtschaftsstrafG, Gewerbeordnung);W;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;2
719000;Sonstige Straftaten (Nebengesetze) auf dem Wirtschaftssektor (z.B. Rennwett- und LotterieG, § 23 Abs. 3 GeschGehG und UWG  § 16, VersicherungsaufsichtsG, WirtschaftsstrafG, Gewerbeordnung);M;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3
719000;Sonstige Straftaten (Nebengesetze) auf dem Wirtschaftssektor (z.B. Rennwett- und LotterieG, § 23 Abs. 3 GeschGehG und UWG  § 16, VersicherungsaufsichtsG, WirtschaftsstrafG, Gewerbeordnung);G;6;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;3;0;1;5
719040;Gewerbeordnung;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
719040;Gewerbeordnung;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
719040;Gewerbeordnung;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
719079;Sonstige Nebengesetze auf dem Wirtschaftssektor;W;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1
719079;Sonstige Nebengesetze auf dem Wirtschaftssektor;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
719079;Sonstige Nebengesetze auf dem Wirtschaftssektor;G;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1
719200;"Verletzung von Geschäftsgeheimnissen gem. § 23 Abs. 3 GeschGehG; strafbare Werbung gem. § 16 UWG";W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
719200;"Verletzung von Geschäftsgeheimnissen gem. § 23 Abs. 3 GeschGehG; strafbare Werbung gem. § 16 UWG";M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
719200;"Verletzung von Geschäftsgeheimnissen gem. § 23 Abs. 3 GeschGehG; strafbare Werbung gem. § 16 UWG";G;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3
720000;Straftaten gegen sonstige strafrechtliche Nebengesetze -ohne Verkehrsdelikte-;W;897;92;33;21;24;14;184;19;24;43;227;59;286;46;51;97;102;211;93;69;39;611
720000;Straftaten gegen sonstige strafrechtliche Nebengesetze -ohne Verkehrsdelikte-;M;3.948;103;34;30;30;41;238;128;226;354;592;373;965;373;265;638;663;872;404;228;178;2.983
720000;Straftaten gegen sonstige strafrechtliche Nebengesetze -ohne Verkehrsdelikte-;G;4.845;195;67;51;54;55;422;147;250;397;819;432;1.251;419;316;735;765;1.083;497;297;217;3.594
720001;Vereinsgesetz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720001;Vereinsgesetz;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
720001;Vereinsgesetz;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
720005;Missbräuchliches Herstellen, Vertreiben oder Ausgeben von amtlichen Kennzeichen § 22a StVG;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
720005;Missbräuchliches Herstellen, Vertreiben oder Ausgeben von amtlichen Kennzeichen § 22a StVG;M;17;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;2;1;4;5;1;15
720005;Missbräuchliches Herstellen, Vertreiben oder Ausgeben von amtlichen Kennzeichen § 22a StVG;G;19;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;2;1;6;5;1;17
720009;Telekommunikations-Telemedien-Datenschutz-Gesetz TTDSG;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720009;Telekommunikations-Telemedien-Datenschutz-Gesetz TTDSG;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
720009;Telekommunikations-Telemedien-Datenschutz-Gesetz TTDSG;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
720011;Straftaten § 4 Gewaltschutzgesetz;W;29;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;6;8;8;3;29
720011;Straftaten § 4 Gewaltschutzgesetz;M;224;0;0;0;0;0;0;2;0;2;2;6;8;3;5;8;30;75;55;37;11;216
720011;Straftaten § 4 Gewaltschutzgesetz;G;253;0;0;0;0;0;0;2;0;2;2;6;8;5;5;10;32;81;63;45;14;245
720014;Luftsicherheitsgesetz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720014;Luftsicherheitsgesetz;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
720014;Luftsicherheitsgesetz;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
720079;Sonstige strafrechtliche Nebengesetze;W;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;4
720079;Sonstige strafrechtliche Nebengesetze;M;22;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;6;6;5;21
720079;Sonstige strafrechtliche Nebengesetze;G;26;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2;2;6;8;6;25
721000;Straftaten gegen § 27 Abs. 2 des Jugendschutzgesetzes;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
721000;Straftaten gegen § 27 Abs. 2 des Jugendschutzgesetzes;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
721000;Straftaten gegen § 27 Abs. 2 des Jugendschutzgesetzes;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;W;791;92;33;21;24;13;183;17;23;40;223;55;278;43;48;91;90;190;71;52;19;513
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;M;2.721;103;34;30;30;37;234;90;156;246;480;230;710;305;209;514;520;606;245;97;29;2.011
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;G;3.512;195;67;51;54;50;417;107;179;286;703;285;988;348;257;605;610;796;316;149;48;2.524
725100;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 und Abs. 2 Nr. 1a Aufenthaltsgesetz;W;193;25;10;5;5;4;49;5;4;9;58;20;78;7;9;16;19;46;15;13;6;115
725100;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 und Abs. 2 Nr. 1a Aufenthaltsgesetz;M;821;27;10;9;10;9;65;11;31;42;107;94;201;148;66;214;167;155;51;26;7;620
725100;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 und Abs. 2 Nr. 1a Aufenthaltsgesetz;G;1.014;52;20;14;15;13;114;16;35;51;165;114;279;155;75;230;186;201;66;39;13;735
725110;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 Aufenthaltsgesetz;W;188;25;9;5;4;4;47;5;4;9;56;19;75;7;9;16;19;44;15;13;6;113
725110;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 Aufenthaltsgesetz;M;784;26;8;8;10;9;61;11;31;42;103;88;191;144;64;208;163;149;42;24;7;593
725110;Unerlaubte Einreise § 95 Abs. 1 Nr. 3 Aufenthaltsgesetz;G;972;51;17;13;14;13;108;16;35;51;159;107;266;151;73;224;182;193;57;37;13;706
725120;Unerlaubte Wiedereinreise entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1a AufenthG;W;6;0;1;0;1;0;2;0;0;0;2;1;3;0;0;0;0;3;0;0;0;3
725120;Unerlaubte Wiedereinreise entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1a AufenthG;M;40;1;2;1;0;0;4;0;0;0;4;6;10;5;2;7;6;6;9;2;0;30
725120;Unerlaubte Wiedereinreise entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1a AufenthG;G;46;1;3;1;1;0;6;0;0;0;6;7;13;5;2;7;6;9;9;2;0;33
725200;Einschleusen von Ausländern § 96 Aufenthaltsgesetz;W;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;3;0;9
725200;Einschleusen von Ausländern § 96 Aufenthaltsgesetz;M;49;0;0;0;0;0;0;0;0;0;0;2;2;1;5;6;8;12;9;8;4;47
725200;Einschleusen von Ausländern § 96 Aufenthaltsgesetz;G;58;0;0;0;0;0;0;0;0;0;0;2;2;2;6;8;9;13;11;11;4;56
725210;Einschleusen von Ausländern § 96 Abs. 1 und 4 Aufenthaltsgesetz;W;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;1;1;0;5
725210;Einschleusen von Ausländern § 96 Abs. 1 und 4 Aufenthaltsgesetz;M;41;0;0;0;0;0;0;0;0;0;0;2;2;1;5;6;7;9;8;7;2;39
725210;Einschleusen von Ausländern § 96 Abs. 1 und 4 Aufenthaltsgesetz;G;46;0;0;0;0;0;0;0;0;0;0;2;2;2;6;8;8;9;9;8;2;44
725220;Einschleusen von Ausländern § 96 Abs. 2 Aufenthaltsgesetz;W;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;4
725220;Einschleusen von Ausländern § 96 Abs. 2 Aufenthaltsgesetz;M;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;2;8
725220;Einschleusen von Ausländern § 96 Abs. 2 Aufenthaltsgesetz;G;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;3;2;12
725300;Erschleichen eines Aufenthaltstitels (gemäß § 95 Abs. 2 Nr. 2 Aufenthaltsgesetz) durch unrichtige oder unvollständige Angaben oder Gebrauch eines so beschafften Aufenthaltstitels zur Täuschung im Rechtsverkehr;W;20;0;0;0;0;0;0;1;0;1;1;1;2;1;2;3;2;7;3;2;1;18
725300;Erschleichen eines Aufenthaltstitels (gemäß § 95 Abs. 2 Nr. 2 Aufenthaltsgesetz) durch unrichtige oder unvollständige Angaben oder Gebrauch eines so beschafften Aufenthaltstitels zur Täuschung im Rechtsverkehr;M;22;0;0;0;0;0;0;1;0;1;1;1;2;1;1;2;3;10;4;0;1;20
725300;Erschleichen eines Aufenthaltstitels (gemäß § 95 Abs. 2 Nr. 2 Aufenthaltsgesetz) durch unrichtige oder unvollständige Angaben oder Gebrauch eines so beschafften Aufenthaltstitels zur Täuschung im Rechtsverkehr;G;42;0;0;0;0;0;0;2;0;2;2;2;4;2;3;5;5;17;7;2;2;38
725310;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum);W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;7
725310;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum);M;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;5;0;0;1;7
725310;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum);G;15;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;8;1;1;2;14
725312;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum) durch sonstigen Modus Operandi;W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;7
725312;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum) durch sonstigen Modus Operandi;M;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;5;0;0;1;7
725312;Erschleichen oder Gebrauch eines Aufenthaltstitels (Visum) durch sonstigen Modus Operandi;G;15;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;8;1;1;2;14
725320;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis);W;13;0;0;0;0;0;0;1;0;1;1;1;2;1;2;3;1;4;2;1;0;11
725320;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis);M;14;0;0;0;0;0;0;1;0;1;1;0;1;1;1;2;2;5;4;0;0;13
725320;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis);G;27;0;0;0;0;0;0;2;0;2;2;1;3;2;3;5;3;9;6;1;0;24
725321;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch Scheinehe;W;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2
725321;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch Scheinehe;M;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;4
725321;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch Scheinehe;G;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;1;0;0;6
725322;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch sonstigen Modus Operandi;W;11;0;0;0;0;0;0;1;0;1;1;1;2;0;2;2;1;3;2;1;0;9
725322;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch sonstigen Modus Operandi;M;10;0;0;0;0;0;0;1;0;1;1;0;1;1;1;2;0;4;3;0;0;9
725322;Erschleichen oder Gebrauch eines Aufenthaltstitels (Aufenthaltserlaubnis oder Niederlassungsbefugnis) durch sonstigen Modus Operandi;G;21;0;0;0;0;0;0;2;0;2;2;1;3;1;3;4;1;7;5;1;0;18
725400;"Einschleusen mit Todesfolge; gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz";W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725400;"Einschleusen mit Todesfolge; gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz";M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
725400;"Einschleusen mit Todesfolge; gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Aufenthaltsgesetz";G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
725420;Gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Abs. 2 Aufenthaltsgesetz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725420;Gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Abs. 2 Aufenthaltsgesetz;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
725420;Gewerbs- und bandenmäßiges Einschleusen von Ausländern § 97 Abs. 2 Aufenthaltsgesetz;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
725500;Straftaten gegen § 84, 85 Asylgesetz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725500;Straftaten gegen § 84, 85 Asylgesetz;M;14;0;0;0;0;0;0;0;1;1;1;1;2;2;3;5;1;4;2;0;0;12
725500;Straftaten gegen § 84, 85 Asylgesetz;G;14;0;0;0;0;0;0;0;1;1;1;1;2;2;3;5;1;4;2;0;0;12
725520;Straftaten gegen § 85 Asylgesetz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725520;Straftaten gegen § 85 Asylgesetz;M;14;0;0;0;0;0;0;0;1;1;1;1;2;2;3;5;1;4;2;0;0;12
725520;Straftaten gegen § 85 Asylgesetz;G;14;0;0;0;0;0;0;0;1;1;1;1;2;2;3;5;1;4;2;0;0;12
725700;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1, 2 und Abs. 2 Nr. 1b Aufenthaltsgesetz;W;556;67;23;16;19;9;134;11;19;30;164;32;196;32;32;64;67;133;51;33;12;360
725700;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1, 2 und Abs. 2 Nr. 1b Aufenthaltsgesetz;M;1.785;76;24;22;20;29;171;79;124;203;374;133;507;153;133;286;339;411;164;60;18;1.278
725700;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1, 2 und Abs. 2 Nr. 1b Aufenthaltsgesetz;G;2.341;143;47;38;39;38;305;90;143;233;538;165;703;185;165;350;406;544;215;93;30;1.638
725710;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1 und 2 Aufenthaltsgesetz;W;541;66;22;16;18;8;130;11;19;30;160;31;191;32;31;63;64;131;49;31;12;350
725710;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1 und 2 Aufenthaltsgesetz;M;1.720;75;22;21;20;29;167;75;120;195;362;128;490;150;127;277;323;400;157;56;17;1.230
725710;Unerlaubter Aufenthalt § 95 Abs. 1 Nr. 1 und 2 Aufenthaltsgesetz;G;2.261;141;44;37;38;37;297;86;139;225;522;159;681;182;158;340;387;531;206;87;29;1.580
725711;Unerlaubter Aufenthalt ohne unerlaubte Einreise;W;15;0;0;0;0;0;0;0;1;1;1;2;3;0;0;0;1;5;4;1;1;12
725711;Unerlaubter Aufenthalt ohne unerlaubte Einreise;M;333;0;0;0;0;0;0;1;7;8;8;15;23;31;20;51;78;109;49;20;3;310
725711;Unerlaubter Aufenthalt ohne unerlaubte Einreise;G;348;0;0;0;0;0;0;1;8;9;9;17;26;31;20;51;79;114;53;21;4;322
725712;Unerlaubter Aufenthalt nach unerlaubter/ungeklärter Einreise § 95 (1) 1,2 AufenthG;W;526;66;22;16;18;8;130;11;18;29;159;29;188;32;31;63;63;126;45;30;11;338
725712;Unerlaubter Aufenthalt nach unerlaubter/ungeklärter Einreise § 95 (1) 1,2 AufenthG;M;1.402;75;22;21;20;29;167;74;113;187;354;113;467;119;108;227;250;296;110;38;14;935
725712;Unerlaubter Aufenthalt nach unerlaubter/ungeklärter Einreise § 95 (1) 1,2 AufenthG;G;1.928;141;44;37;38;37;297;85;131;216;513;142;655;151;139;290;313;422;155;68;25;1.273
725720;Unerlaubter Aufenthalt entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1b AufenthG;W;15;1;1;0;1;1;4;0;0;0;4;1;5;0;1;1;3;2;2;2;0;10
725720;Unerlaubter Aufenthalt entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1b AufenthG;M;67;1;2;1;0;0;4;4;4;8;12;5;17;3;6;9;17;12;7;4;1;50
725720;Unerlaubter Aufenthalt entgegen oder in Zuwiderhandlung eines Einreise- und Aufenthaltsverbotes - § 95 (2) 1b AufenthG;G;82;2;3;1;1;1;8;4;4;8;16;6;22;3;7;10;20;14;9;6;1;60
725800;Versagung des Freizügigkeitsrechts gem. § 9 Freizügigkeitsgesetz/EU;W;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;1;1;2;0;0;8
725800;Versagung des Freizügigkeitsrechts gem. § 9 Freizügigkeitsgesetz/EU;M;22;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;8;5;4;0;21
725800;Versagung des Freizügigkeitsrechts gem. § 9 Freizügigkeitsgesetz/EU;G;32;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;3;9;7;4;0;29
725900;Sonstige Verstöße gegen das Aufenthaltsgesetz;W;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;0;1;0;6
725900;Sonstige Verstöße gegen das Aufenthaltsgesetz;M;42;0;0;0;0;0;0;0;1;1;1;2;3;3;2;5;6;15;12;1;0;39
725900;Sonstige Verstöße gegen das Aufenthaltsgesetz;G;48;0;0;0;0;0;0;0;1;1;1;2;3;3;4;7;7;17;12;2;0;45
726000;Straftaten gegen das Sprengstoff-, das Waffen- und das Kriegswaffenkontrollgesetz;W;69;0;0;0;0;1;1;1;1;2;3;4;7;1;3;4;9;14;12;7;16;62
726000;Straftaten gegen das Sprengstoff-, das Waffen- und das Kriegswaffenkontrollgesetz;M;967;0;0;0;0;4;4;36;70;106;110;134;244;64;48;112;112;191;94;84;130;723
726000;Straftaten gegen das Sprengstoff-, das Waffen- und das Kriegswaffenkontrollgesetz;G;1.036;0;0;0;0;5;5;37;71;108;113;138;251;65;51;116;121;205;106;91;146;785
726100;Straftaten gegen das Sprengstoffgesetz;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
726100;Straftaten gegen das Sprengstoffgesetz;M;125;0;0;0;0;1;1;4;13;17;18;22;40;6;10;16;17;31;13;5;3;85
726100;Straftaten gegen das Sprengstoffgesetz;G;126;0;0;0;0;1;1;4;13;17;18;22;40;6;10;16;17;31;13;6;3;86
726200;Straftaten gegen das Waffengesetz;W;67;0;0;0;0;1;1;1;1;2;3;4;7;1;3;4;9;13;12;6;16;60
726200;Straftaten gegen das Waffengesetz;M;848;0;0;0;0;3;3;32;59;91;94;114;208;57;38;95;94;161;82;80;128;640
726200;Straftaten gegen das Waffengesetz;G;915;0;0;0;0;4;4;33;60;93;97;118;215;58;41;99;103;174;94;86;144;700
726300;Straftaten gegen das Kriegswaffenkontrollgesetz;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
726300;Straftaten gegen das Kriegswaffenkontrollgesetz;M;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;0;5
726300;Straftaten gegen das Kriegswaffenkontrollgesetz;G;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;1;0;0;6
727000;Straftaten nach dem Kulturgutschutzgesetz (KGSG);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
727000;Straftaten nach dem Kulturgutschutzgesetz (KGSG);M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
727000;Straftaten nach dem Kulturgutschutzgesetz (KGSG);G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
727300;Illegaler Handel von Kulturgut § 83 Abs. 1 Nr. 4, 5 und Abs. 5 KGSG;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
727300;Illegaler Handel von Kulturgut § 83 Abs. 1 Nr. 4, 5 und Abs. 5 KGSG;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
727300;Illegaler Handel von Kulturgut § 83 Abs. 1 Nr. 4, 5 und Abs. 5 KGSG;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
728000;Straftaten gegen das Bundes- (oder Landes-) Datenschutzgesetz;W;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1
728000;Straftaten gegen das Bundes- (oder Landes-) Datenschutzgesetz;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2
728000;Straftaten gegen das Bundes- (oder Landes-) Datenschutzgesetz;G;4;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;3
728010;Straftaten gegen Landesdatenschutzgesetz;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
728010;Straftaten gegen Landesdatenschutzgesetz;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
728010;Straftaten gegen Landesdatenschutzgesetz;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
